,LL,PL,w,sv,sp,su
0,0.6402029213355902,1.2359238520722593,0.002594575145436063,3.1840986759023764,1.6678522167772611,43.89410000000001
1,-0.6611198781942442,-1.049856797683694,-0.36480788094171557,-0.3759605235252139,-0.6514543372918667,11.9
2,-0.0012542724661947393,0.831216668739667,-0.42983402922559766,-0.28793038248513664,-0.6087624025420119,12.923699999999997
3,-0.6587561828579467,-0.25668060745465926,0.7081297200248147,-0.903005815506606,-0.757565624730117,10.449100000000001
4,-0.21126801118592878,-0.23855342615345299,0.008551920549447846,0.2853937419920966,0.6136275516690826,51.72160391999999
5,-0.6295513261234856,0.9723471283692934,0.09060901977827425,-0.5047568478053626,-0.7008848538065943,15.0
6,-1.015512389809594,-0.058092916512927445,-1.3955886471794319,-0.16988640467697566,2.439823288746725,40.40359999999999
7,0.6275912847833222,-0.45730261132798805,-0.4057051391973615,3.081362141234912,2.645315834673671,40.6329
8,2.499799779960764,2.370089638454899,2.3799200311633197,-0.9874425390992668,-1.0546537166628758,8.7013
9,0.07650696342210138,0.20642830962256659,0.20457812489719376,-0.3640640363725373,0.5737544923204729,40.0663
10,-0.09288594092058373,-0.23855342615345299,0.7060372639944777,-0.8138655446018718,-0.4950410781421902,23.000115600000004
11,0.4279951682469404,0.9723471283692934,0.500894515922411,-0.12695429658359259,-0.46575591038518815,21.0
12,-0.7282030513446074,-1.146728842045514,-0.6273905984739607,-1.0650208584240097,-0.9386857170396077,5.6
13,0.5384851004945956,-0.3596434816057285,1.5266082562827494,-0.16988640467697566,-0.5325539056753604,24.999999999999996
14,0.6174064806714947,0.911802100643156,0.500894515922411,-0.717270782867608,-0.7623390094735528,10.9
15,-0.25072870127437835,-0.3596434816057285,-0.11453372829379088,-0.2986827289571247,-0.5325539056753604,17.999999999999996
16,-0.25072870127437835,-0.3596434816057285,-0.9351047205820622,2.191379540459085,1.6049819436101536,51.0
17,0.34118165005235196,-0.3596434816057285,0.7060372639944777,-0.7280038098909538,-0.8264650849521183,12.0
18,0.43221746208640494,0.19737077347473517,-0.09483181876895083,0.08432963358177704,-0.22812204214040038,25.499099999999995
19,0.933092001379084,0.24580679565564573,1.1163227601386145,-0.40601299919058176,-0.5325539056753604,24.000000000000004
20,-0.6363022744004522,-0.5285538029870316,-0.6189346143984292,-0.4261846501782579,0.43278400306009385,39.412000000000006
21,-0.15207697605325513,0.027844695841550793,-0.7627848122015252,0.6672897031439916,2.622983391832378,44.99999999999999
22,-0.1323466310090319,0.24580679565564573,-0.4837906748235132,-1.0429346739032295,-0.7762329924939088,24.96
23,-1.0210408324909857,-0.715381846513421,-1.6358682451412834,0.4972549424347442,3.41474003000679,51.03318960000001
24,-1.4345494039278395,-1.5705440361284748,0.09060901977827425,-0.7280038098909538,-0.9333418774163939,6.999999999999999
25,0.5384851004945956,0.8512570729170178,1.5266082562827494,-0.9211982963111772,-0.9333418774163939,9.000000000000002
26,-0.5664142219819673,-0.7229136479625518,-0.3196764763658601,0.7102218112373742,0.0018300566460184868,27.0
27,-0.7426456639169794,-0.4111309731840349,1.231448870356655,-0.9481017018478956,-0.8177078677695766,9.7006
28,-0.6058749120704163,-0.23855342615345299,-1.0171618198108885,1.4973877145135046,0.4428389716951327,60.84954287999997
29,-0.5900906360350366,-0.9045487311409641,-0.31557362140441725,-0.4940238207820168,-0.7543232500387321,10.299999999999999
30,2.255419726243,1.1840367633109605,1.6831321730617357,-0.9559089057046771,-1.0640949453171886,7.08117
31,-1.0399425030433522,-0.3596434816057285,-0.5248192244379275,-0.1484203506302842,-0.3989579150950153,17.0
